MLS Listing,,Single Family Residential,135 Montecito Ave,San Francisco,CA,94112,1695000,3,2,San Francisco,2227,4556,1923,3,761,,Active,September-21-2021 1:00 PM,September-21-2021 2:30 PM,http://www.redfin.com/CA/San-Francisco/135-Montecito-Ave-94112/home/1710678,San Francisco MLS,421596056,N,Y,37.7300628,-122.4547076
MLS Listing,,Single Family Residential,115 San Juan Ave,San Francisco,CA,94112,1488000,3,3.5,San Francisco,2415,,1937,3,616,,Active,September-21-2021 2:00 PM,September-21-2021 3:30 PM,http://www.redfin.com/CA/San-Francisco/115-San-Juan-Ave-94112/home/697633,San Francisco MLS,421595868,N,Y,37.7248241,-122.4374845
MLS Listing,,Condo/Co-op,1350 California St #408,San Francisco,CA,94109,1150000,2,1,San Francisco,943,14172,1984,3,1220,780,Active,September-25-2021 2:00 PM,September-25-2021 4:00 PM,http://www.redfin.com/CA/San-Francisco/1350-California-St-94109/unit-408/home/550466,San Francisco MLS,421593642,N,Y,37.7913947,-122.4167438
MLS Listing,,Single Family Residential,829 44th Ave,San Francisco,CA,94121,1995000,5,3.5,San Francisco,2800,4752,1925,3,713,,Active,September-21-2021 11:00 AM,September-21-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/829-44th-Ave-94121/home/1524523,San Francisco MLS,421594420,N,Y,37.7729215,-122.5048964
MLS Listing,,Condo/Co-op,535 - 537 24th Ave #537,San Francisco,CA,94121,1300000,3,2,San Francisco,,3000,1983,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/535-24th-Ave-94121/unit-537/home/176439163,San Francisco MLS,421595644,N,Y,37.779373,-122.483939
MLS Listing,,Condo/Co-op,535 - 537 24th Ave #535,San Francisco,CA,94121,1700000,3,2.5,San Francisco,,3000,1983,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/535-24th-Ave-94121/unit-535/home/176439162,San Francisco MLS,421595600,N,Y,37.779373,-122.483939
MLS Listing,,Single Family Residential,124 Campbell Ave,San Francisco,CA,94134,998888,2,1,San Francisco,1265,2495,1955,3,790,,Active,September-21-2021 2:00 PM,September-21-2021 3:30 PM,http://www.redfin.com/CA/San-Francisco/124-Campbell-Ave-94134/home/1294210,San Francisco MLS,421595013,N,Y,37.7151106,-122.4010874
MLS Listing,,Multi-Family (2-4 Unit),535 - 537 24th Ave,San Francisco,CA,94121,3000000,6,4.5,San Francisco,4407,3000,1983,3,681,,Active,,,http://www.redfin.com/CA/San-Francisco/535-24th-Ave-94121/home/612114,San Francisco MLS,421595653,N,Y,37.779373,-122.483939
MLS Listing,,Condo/Co-op,1282 Sacramento St,San Francisco,CA,94108,1495000,2,2,San Francisco,1260,,1909,3,1187,400,Active,September-22-2021 4:30 PM,September-22-2021 6:00 PM,http://www.redfin.com/CA/San-Francisco/1282-Sacramento-St-94108/home/849641,San Francisco MLS,421569119,N,Y,37.7925423,-122.4139813
MLS Listing,,Single Family Residential,683 23rd Ave,SAN FRANCISCO,CA,94121,2398000,5,3.5,SAN FRANCISCO,2417,1999,1916,3,992,,Active,,,http://www.redfin.com/CA/San-Francisco/683-23rd-Ave-94121/home/1765222,MLSListings,ML81863177,N,Y,37.7748995,-122.482436
MLS Listing,,Condo/Co-op,1645 Pacific Ave Unit 4D,San Francisco,CA,94109,2099000,2,2,San Francisco,1402,,2014,3,1497,859,Active,,,http://www.redfin.com/CA/San-Francisco/1645-Pacific-Ave-94109/unit-4D/home/69371512,San Francisco MLS,421596004,N,Y,37.7947619,-122.4223828
MLS Listing,,Single Family Residential,239 Molimo Dr,San Francisco,CA,94127,1288000,3,2,San Francisco,1461,2526,1952,3,882,,Active,September-21-2021 1:00 PM,September-21-2021 2:30 PM,http://www.redfin.com/CA/San-Francisco/239-Molimo-Dr-94127/home/934879,San Francisco MLS,421595863,N,Y,37.7366261,-122.450244
MLS Listing,,Condo/Co-op,601 Van Ness Ave #812,San Francisco,CA,94102,648000,1,1,San Francisco,708,105806,1982,3,915,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-812/home/1877261,San Francisco MLS,421593531,N,Y,37.7811165,-122.4213309
MLS Listing,,Condo/Co-op,650 Delancey St #304,San Francisco,CA,94107,1375000,1,2,San Francisco,1397,61922,1996,3,984,661,Active,,,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-304/home/12396078,San Francisco MLS,421595818,N,Y,37.7828055,-122.3896538
MLS Listing,,Condo/Co-op,601 Van Ness Ave #543,San Francisco,CA,94102,599000,1,1,San Francisco,709,105806,1982,3,845,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-543/home/1340580,San Francisco MLS,421595956,N,Y,37.7811165,-122.4213309
